tweets,target
"Ã‚Â @Knight_maxxing.causeyes.Ã‚Â really we received the entire 101 squadron of Rafael! are you sure?
 Please ask Google and reply.",1
"Ã‚Â @antareshmondal7157Ã‚Â Ofcourse I will...See if you have recently started following political news u must not be knowing that Congress was also known for protecting its leaders or the criminals who came to their support and arresting opposition leaders including atal bihari ji by imposing internal emergency. Talking about washing Congress made Yasin Malik a hero who committed that he murdered many kashmiri pandits, Indian officers and supported criminal activities. So it's just a tit for tat so (same same but different) all are washing machines just the brand is different. Even now u can see IND Alliance saying if we come to power first Modi and Amit will be in Jail.",1
"Ã‚Â @ToolsNinja-ct7jiÃ‚Â first of all my recent had started a few years ago.
 But is it my answer? I don't think so!
 If what Congress had done, BJP will do the same things than how ""acche din"" will come. Isn't it?
 Do you not think to provoke people in the name of religion is a crime?
 If you have forgotten the leaders who provoked the people to demolished Babri Mosque, I can help you to recall the names.
 If Rahul Gandhi can't be the leader of INC than how Jai Shah become secretary of BCCI?
 Why not Mamata Banerjee and her cabinet ministers behind the bars?
 What about the CM of Assam and his Saradha scam? 
 If you are eyeing to cross 400 then why they are incorporating corrupt opposition leaders in BJP?
 Do you have any answer?",0
Ã‚Â @antareshmondal7157Ã‚Â bro that's what I exactly mean.. it's just the choice of bad vs worst. Am not defending every action of bjp but I still know that if not 'acche din' then at least we got 'behtar din'..and about religious politics in 2010 Rahul said Kattar Hindus are more dangerous than Islamic aatankvaadis and same types of thoughts were spread by different Congress leaders. These are the patriotic leaders who ask to give proof of surgical strike and will keep quiet after Mumbai attack and Kashmiri Pandits exodus,0
"Ã‚Â @ToolsNinja-ct7jiÃ‚Â I am not a supporter of INC because I follow the Left ideology.
 In our state Mamata Banerjee sells government jobs and BJP leaders protecting her. That's why I hate BJP.
 I had to choose bad out worst.",0
Ã‚Â @antareshmondal7157Ã‚Â bjp leaders protecting their opposition leader Mamta? Sounds strange but I really haven't heard about it before,1
Ã‚Â @snehaldhumal9924Ã‚Â hahahaha congress is not giving reservations to general,1
"Same here, I'm obc but I don't support ""reverse caste based discrimination"" or unfairness to any deserving skilled talented ppl just coz they born in certain category they have no control over, it would be better it reservation or scholarships, aids were on the basis of financial condition of families instead of caste based.",1
Congess talking of mostly favoring just SC-ST coz most of converted Christians belongs to or show themselves on papers in this category.,1
"Ã‚Â @soulhacker158Ã‚Â I want to reservation only on economic basis not caste... Only one caste should be introduced that is Only Indian, Hindustani",1
Today I am married to a lower caste and I cook food in my pot. Reality is here.,1
Ã‚Â @muhammedjaseemshajeef6781Ã‚Â if you wan caste census vote congress or for violence vote bjp,0
"Ã‚Â @muhammedjaseemshajeef6781Ã‚Â voting for merit 
 the country is run by the money of general but was run for reserved people",1
"Almost all the political parties favor reservations as it is a part of their vote bank politics..
 Actually, Reservation should only be given to those who are actually in need of it and not to any sc/st belonging to rich families..",1
"Ã‚Â @jhaipi90Ã‚Â But brother, there is a little doubt about getting the desired branch!!",0
Absolutely.......As a general category middle class student I also not afford more resevation,1
"If only sc, st and obc caste voters vote on the basis of caste, only 30%â€¦ are general category, rest 70%â€¦ are sc, st, obc.",1
Ã‚Â @The_New_Era123Ã‚Â Quiet and free food is what you need. By spoiling the mind today and tomorrow no one can do all this.,1
Ã‚Â @The_New_Era123Ã‚Â Shut up and ask your father if you have any other father.,0
These guarantee are fake last two i voted for bjp then i realized it is fake,0
Smart decision. It is important to vote for a party that thinks for the long term instead of playing vote bank politics.,1
"Ã‚Â @muhammedjaseemshajeef6781Ã‚Â it is his choice. Congress should stop making its manifestos based on caste if it wants people to stop voting on caste. Modi says I will build roads, airports, bullet trains. He says I will give social welfare schemes to poor people. But Congress only knows how to demonize Brahmins and other similar communities. Today's Brahmins or Rajputs etc. are not responsible for their ancestors actions just like today's Muslims are not responsible for theirs.",0
Even after taking EWS I am not happy bhai sir,0
"Ã¢â‚¬â€¹Ã‚Â @sapnasolanki29Ã‚Â andpad women, in the country every general category wala is not rich, nor every sc st or obc wala is poor. Political parties all play the victim card of religion and caste's divide and rule. The basis of attraction in the country should not be economic status, creamy layer, equal marks should be created. Govt. One should work on good education, health and employment instead of freebies. Discrimination is wrong, laws for it can strengthen education.",0
"Ã¢â‚¬â€¹Ã¢â‚¬â€¹Ã‚Â @sapnasolanki29Ã‚Â SC, ST, OBC people get the benefit of reservation in the name of post/pre matric scholarship, food, free free scheme. What do general category people get the most? General category students get the most exploitation, they get more fees than TAX. Any economic base does not work for everyone. SC ST OBC people get admission job in good marks. Because of the General Category Tax, you are facing illegal charges.",1
Ã¢â‚¬â€¹Ã‚Â @sapnasolanki29Ã‚Â Attraction should also be for general category people.,1
"Ã‚Â @sapnasolanki29Ã‚Â Hi, first of all idk think general are againts reservation just we demand economic reservation as many obs sc are quite rich they can afford the fees easily, whereas some brahmin is poor but they did not get any help from gov to educate their children. In my view only right education & exposure is a solution of any type of discrimination. May be you get my point!",1
"Ã‚Â @muhammedjaseemshajeef6781Ã‚Â Yes nice joke, that Congress Manifesto is unachievable but also dystopian instead of utopian.",1
It is not utopian. This is actual total. Because distributing cash to everyone will cause hyper-inflation and destroy economy.,0
"""Utopia is never achievable but someone thinks he achieved Utopia in reality he is a mad man""
",0
Only educated one can understand the difference between the two manifestos. And some uneducated one will surely vote for freebies,1
"If u analyze bit more/deep on most of past congress leaders especially their dynasty family leaders since beginning of independence & their extreme socialist ideologies that resulted in form of their big mistakes policies that harmed india badly for very long (infact effects of some still present today), they were all very Utopic with living in their own delulu world, idolized USSR socialism, Gandhi's non-violence, hated private sector, creative innovators & businessmen and Nehru infact thought or was going to dismantle the army/military of india coz acc . to his fool intellect 'We had no requirement of that, if we won't be threat to anybody, won't harm or be aggressive towards any other nation then they will all replicate the same to us'",0
"Ã‚Â @PawanKumar-mk5qbÃ‚Â when you lack critical analysis, you tend to pick up popular lines or phrases. I pity such people. rattu tota",1
Ã¢â‚¬â€¹Ã‚Â @GenZVision3931Ã‚Â My brother also did not come and went to vote from epic card.,1
"Voted against hate. Voted against jih@d, Voted against ambani adani, Voted against naxalbadi, Voted against freebies, Voted against corruption. Guess who i voted for",0
"Ã‚Â @Sailed_awayÃ‚Â ambani Adani ? If you are getting free ration, you are getting it because of these people, otherwise you will remain a victim of malnutrition as long as you vote.",1
"Ã¢â‚¬â€¹Ã‚Â @Nasrin_BegumÃ‚Â Nuclear free India, welcome China to India.",1
"If you spend your whole life in Dictatorship, you will not know what Dictatorship is. 
 
 2015 says the big picture has started forming and no one is watching.",1
pls look at some remote village and see how people actually live.. i have heard Rahul Gandhi's speeches he promises 1 lakh to women of BPL families who according to government earn 2200 rs for whole month. So go out of the bad forest and go to the houses of backward people in Bihar or anywhere in a remote village and you will find that your freebie is a lifeline for someone. I am talking about Jinn people and you drone. It is common to learn that there is no need to make money and it is common to be practical. I believe Congress must be given a chance and then let's see what happens.,0
Ã‚Â @Shivam Thakur-pz4rhÃ‚Â Rightly said brother Rahul Gandhi gave 1 lakh rupees but he didn't know that even a small thing like PTA's economy would happen if he keeps doing it then when will the entire economy end PTA he won't run,1
Ã‚Â @ShivamThakur-pz4rhÃ‚Â Congress was given a chance for 70 years or how much more will it give?,1
wow brother,1
"Ã¢â‚¬â€¹Ã¢â‚¬â€¹Ã‚Â @Its_SajansÃ‚Â By the way, India has a lot of debt, not too much according to you, check out how much debt BJP has taken in the last 10 years",1
Ã‚Â @German_shepherdOPÃ‚Â If he wants to go on foreign tour then he will also be able to book the ticket.,1
Ã¢â‚¬â€¹Ã‚Â @Its_SajansÃ‚Â better to give freebies to poor than giving subsidies and contracts to 10-15 people.,1
"Ã‚Â @rajsrivastav6940Ã‚Â freebies can't be maintained but to get votes. As it is, our nation is burdened with Rs 205 lakh crores of debt. What the new Govt must rogue is on economic growth where people must benefit. Must reduce direct and indirect taxes so that more money is available for spending. Fuel and power must be available cheaper. Affordable education and healthcare is a must. Free education and healthcare may be given to deserving poor classes. Favorable policies for all citizens.",1
Ã‚Â @anthonycedrick3328Ã‚Â agreed but BJP policy is worse,0
Ã‚Â @rajsrivastav6940Ã‚Â That's why I mentioned of a new govt be it India Alliance,1
"Ã‚Â @anthonycedrick3328Ã‚Â if congress comes to power India will become Zimbabwe. Bcoz same manifesto like congress implement by Zimbabwe president when he came to power, he took properties and wealth of white people and distributed to black people, after that their whole economy collapsed bcoz black people were not able to generate wealth from what they got for free bcoz they were not skilled. And white people who were having skills had no money left. So a government should put effort to make their population a skilled people instead of giving freebies and disturbing wealth creators.",0
Thank you very much friend for voting to hit your country.,1
"Ã‚Â @02saptakchatterjee10Ã‚Â Absolutely, Modi's eyes will make Hindus look down upon him..you are a Brahmin right? from bengal? Once BJP comes then TMC will start looking good..",1
Ã¢Â Ã¢â‚¬â€¹Ã¢Â Ã‚Â @ShyamS-sx7xtÃ‚Â born and brought up in Uttar PradeshÃ¢â‚¬Â¦.it is good that Yogi's system is hereÃ¢â‚¬Â¦.it is good that TMC is not staying in bengal.,1
"Ã‚Â @VictnoOpÃ‚Â Remember the Ahmeer sex scandal in BJP rule? Muslim girls in karnataka made video of Hindu girl, BJP leader gave clean chit, Muslims in MP made video of 900 Hindu girls..thank you BJP",1
"Not curse per say but currently it is needed though government has to make sure to lift those castes up so they can dissolve the reservation, Which was supposed to be, Dr. Baba Shaheb Ambekar said it when he made it, It was supposed to be temporary but congress saw votes in it and it's been 70 years afterwards and it yet to be dissolve.",1
"Ã‚Â @himesh2006Ã‚Â He takes much more time for research, to get an overall information.",1
"Ã‚Â @krishshripat1930Ã‚Â I don't do any business, you must be working in BJP IT cell, that's why you are talking nonsense because you can prove the facts wrong.",0
Ã‚Â @krishshripat1930Ã‚Â you are using a logical fallacy named false dilemma in argument. You are saying that either I should be a Modi supporter or I work for congress which makes no sense. If I don't like Modi it doesn't mean I work for congress or any other party,0
"Ã¢â‚¬â€¹Ã‚Â @TheScientificSpotÃ‚Â how much has been earned? According to the survey, you would be earning less than 55k/month, if you are employed then bhai swiggy banda will also be earning more than you.",1
bad is better than worse,0
bad,0
Ã‚Â @muhammedjaseemshajeef6781Ã‚Â lol please don't say secularism and I know why you said secularism so that hindus will be oppressed where as muslims and Christians will enjoy unequal benefits given by khangress. Lol and for constitution they want to bring back article 370 which would totally worsen the situation in India.,1
"Ã‚Â @muhammedjaseemshajeef6781Ã‚Â lol its obvious that mujeets will vote for congress there is no doubt about it, and mujeet speaking on democracy and secularism is peak audacity here :face-green-smiling::face-green-smiling:",1
"Ã‚Â @pepejeetÃ‚Â well said, mujeets blabbers more on secularism, constitution when less in numbers later only ola-uber sharia law",1
BJP isn't that Bad i feel they are good but did some stupid stuff that's why got lost their respect,0
Ã¢â‚¬â€¹Ã‚Â @muhammedjaseemshajeef6781Ã‚Â Abey tell the meaning of secularism first.,1
BJP- Average not even bad.,0
"Ã‚Â @swastikayanghosh160Ã‚Â nope. BJP is bad. Their constant violation of privacy is something concerning. The OTT regulation act and banning VPN servers, now asking whatsapp for our data",0
We don't have good or better option to choose,1
"Ã‚Â @saurabhpurohit20Ã‚Â nota . Or if you are a BJP guy, criticize BJP as much as you can. That is how governments stay accountable",1
Ã‚Â @Sailed_awayÃ‚Â why to waste time by staying in queue to vote for nota instead I'm not going to vote,0
"BJP is not bad. All things they promised is practical and good. Now they are not God who will just make everything good. Indian railway, economy, and infrastructure is going to change rapidly.",1
"Why bad they did a brilliant job in infrastructure,digital infrastructure,foreign policy,warfare they did way more in 10 years than congress in 60 years so for me bjp is pretty good",1
bad is worse then worse,0
"But, bad can also become the worst in future if we blindly believe them and don't put a check on them and don't question the government each and everytime.
 We must question the government and raise voice against the government.
 And in our own constituency,we should look at the candidate also and not just the supreme leader of the party..for ex- suppose,Mr.X is a supporter of Narendra Modi and BJP and Narendra Modi is his inspiration and idol.. because of his humbleness...But in his constituency, the BJP candidate is a corrupt politician whereas another independent candidate is there who really wants something to do for the constituency and the state..So, why not vote for that Independent candidate??",0
Ã¢â‚¬â€¹Ã‚Â @Nasrin_BegumÃ‚Â ya ya -- You are very eager to take the money earned from the hard work of others.,0
"Congress manifesto is 1000 times better than BJP manifesto. 
 And if BJP had all the good things in their manifesto, they wouldn't need to bring communal angle, Pakistan, Buffaloes, etc. nonsense, in their election campaigns. 
 The public has woken up. You can fool some people all the time (andhbhakts), all the people for some of the time (from 2014-2024), but you can't fool all the people all the time.",1
Ã¢â‚¬â€¹Ã‚Â @muhammedjaseemshajeef6781Ã‚Â muslims talking about secularism bro your People are least secular of all.,0
I will vote for bad,0
"Ã‚Â @25baam23Ã‚Â NOTA will not be removed, we should choose whichever party gets more votes, it will win.",1
I am thinking of doing a job for free so that I don't have to pay tax even if I don't make much money.,1
BJP manifesto is not bad. It's above average. They didn't over promise. Which means they are telling the truth,1
Me being a general category: Bro no ody cares Ã¢â€˜Â¹Ã¯Â¸,1
And they are also given pseudo-secular general and librarian votes.,1
Bro well said reservation should be minimized to 20% to 25% cuz good students aren't getting seats jn top colleges but sadly congress voters won't understand this i feel sorry for u.,1
"Reservations should be canceled practically. I have seen many people using it the wrong way. I belong to the obc community but fought in a general category. I still do remember, my fee was 80000/ year for my degree and for lower cast it was just 1400/-. He got a scholarship of 25000 apart from it in his account and he purchased a N95 nokia out of it. Thankfully I'm in better condition than him today and doing much better career wise.",1
Ã‚Â @ravajoseph4376Ã‚Â Ambani will not go by giving money to Adani but he will go by giving money to the poor.,0
Ã‚Â @ravajoseph4376Ã‚Â Adani and Ambani's business will be carried out and that Modi will distribute the money to Adani and Ambani and many of his friends who did not share everyone's money but Rahul Gandhi will share it among the poor.,1
"Ã‚Â @ravajoseph4376Ã‚Â During Congress, the GDP growth rate was 1-2 percent higher than today.",1
Ã‚Â @white_1239Ã‚Â The manifesto with too much freebies was also not on the tab,1
Ã‚Â @bhuvaneshs.k638Ã‚Â i am not forcing you vote for Congress anyway i wiill not responsible for dictatorship in India andhbhakt who voted modi will be responsible Mark my words if modi won 370 seats no one can save us from dictatorship,1
Ã‚Â @white_1239Ã‚Â ok cope. Voting dictatorship lol. That's an oxymoronic statement. And I can give a lecture on why I voted BJP. But u r not worth the effort or my time,1
Ã‚Â @bhuvaneshs.k638Ã‚Â anyway i have a lot time for a month because it's holiday for me so i can talk i am also busy but if you don't have time why you watched this video why you opened comment section why you read this comment why you clicked on replies why you scrolled and saw all comments and why you replied you are unemployed I know don't be over smart,1
Please stop putting Shree Ram into dirty politics... be it congress supporter or BJP.. YOU'LL BE CURSE.,0
Ã‚Â @The_New_Era123Ã‚Â If you are a Dalit then you will live in better condition in India alliance.,1
"A son of foreign mother cannot be patriotic. 
  - Chanakya",0
congress lost me at more than 50% reservation... Gonna vote for BJP,1
"BJP manifestation - develop skills, earn yourself
 
 Congress manifesto - free free free",1
We will vote for strong India....And also vote for Dictatorship...,1
Absolutely BJP Jai Modi ji,1
"I have seen the time congress ruled our country and we didn't even know what they are doing, thanks to modiji we are safe today and growing with a great pace.",1
"Ã‚Â @BikiPegu-kg7zyÃ‚ Aryan invasion is arguably the worst theory , it's disproved by the existence of Saraswati river , mentioned in Rig Veda which has no account of invasion , matter of fact people could've gone to both southern and middle India and to middle eastern sites.",0
If Aryan came from India (for sake of argument) they mixed them with Indian soil and society .I think It will take 100 yrs more to mix a special community(everybody know) with Indian society and then there will be no need of BJP govt. .,1
"Ã¢â‚¬â€¹Ã‚Â @BikiPegu-kg7zyÃ‚Â All humans are originated from Africa but that doesn't mean we are African..
 
 Our ancestors have involved as per the climate of India so now we are Indian from blood cell tissues and cellular organels..",0
"South India is rich because of this free free. Free education, free travel, free water, free electricity.",1
Ã‚Â @shegar3357Ã‚Â are bc when this happened I also live in the south.,1
"Ã‚Â @user-ig3dl2cc2oÃ‚Â Yeah cause BJP is in power, We should allowed to criticize the ruling government which is out right given in the constitution of India.",1
Possible if the opposition continues to go weak.,0
Ã¢â‚¬â€¹Ã‚Â @JurozaitenÃ‚Â opposition is clearly talking the tone of Pak China.,1
Proud of you.,1
Vote for a nuclear free nation. Vote for minority reservation and wealth distribution. Vote for good relations with neighboring countries. Vote for INDIA.,1
"Ã‚Â @Nasrin_BegumÃ‚Â I vote for superb foreign policy (god of geopolitics ""S. Jai shankar sir"") 
 I vote for good development infrastructure (nitin gadkari sir)
 I vote for railway development (Ashwini vaishnav sir)
 I vote for a powerful world leader (shri. Narendra Modi) 
 
 And what do you want? Do you want the Indian army to be weak eliminating nuclear weapons? That's the difference between a Muslim and Hindu ideology.
 
 And 
 I vote for hindutva 
 I vote for BHARAT 
 Jai shree ram jai hind",1
Dictionary is not available.,0
Ã‚Â @muhammedjaseemshajeef6781Ã‚Â now go n watch RAHUL's speech on ECONOMICAL n INSTITUTIONAL Survey and tax inheritance. Go go spoon,1
Ã‚Â @muhammedjaseemshajeef6781Ã‚Â then you are blind,0
Ã‚Â @muhammedjaseemshajeef6781Ã‚Â i love how you are silent on this,1
"Ã‚Â @shonenxpr675Ã‚Â everyone is unemployed only, if you only see from one eye. From your fish brain perspective you think he is just an unemployed youtuber, from my perspective he has more subscribers, so I rather pay money to him to promote my stuff than you. But you are selling pakoda with skills you earned from skill India with stall in make India, when you go home modi came and said Aaj se 2000 ke note band",1
"  What is happening in Pakistan. 950 ka cylinder h or 130 ka oil. bs hate spreading h. Those who have skills can still earn. I am waiting for you to see me, you are going to use victim card or blame me.",0
"Ã‚Â @unknown.145gvgugbjÃ‚Â I am still messaging you at 10 o'clock on working days, the more you have earned, the more tax you have given to Modi.",1
"Ã¢â‚¬â€¹Ã‚Â @cig_in_mouth3786Ã‚Â What is happening in Pakistan. 950 ka cylinder h or 130 ka oil. bs hate spreading h. Those who have skills can still earn. I am waiting for you to see me, you are going to use victim card or blame me.",0
"Ã‚Â @rajsrivastav6940Ã‚Â Not a bad idea/thing in Supporting Native businesses which in return support development of country in tech, r&d, geopolitics, job for masses, big percentage of taxes to govt using which they able build nation for common ppl or provide schemes for poor",1
"Ã‚Â @krki18Ã‚Â India has so much potential that you can't even imagine, as much money as Modiji has earned from bonds, the whole of India can be developed from PM care funds, but what are the villages, yes the neighbors are covering, only the country is getting rich. Brother, Kam does not pay tax on things, the diamond which Adani Ambani's wife married is taxed. Modiji, I remember my childhood, he did not do homework and then he gave it.",1
"Ã‚Â @siddhantrs4545Ã‚Â 15 lakh, farmer income double, every one gets solid foundation home, Bhai Modiji will save everyone by shouting. If Congress can't archive those things they promised but not delivered here Modi cheated. Now he is showing 2047. Anyone will follow Modiji's path. When things can change, why not change? BJP should remove Modi if they want to win.",1
Ã¢â‚¬â€¹Ã‚Â @cig_in_mouth3786Ã‚Â brother do you really live in India?,1
"Ã¢â‚¬â€¹Ã‚Â @rajsrivastav6940Ã‚ Adani Ambani is maintaining a relationship with Modi. He has written this from his own mind, then will any official print the news and prove it?",1
"Ã‚Â @rajsrivastav6940Ã‚Â This is true that the government could have promoted BSNL to the living level but it did not happen, but it is necessary for private companies to be in the health economy of a country.
 Do you consider Nehru right?",1
Ã‚Â @trusfratedbunny2215Ã‚Â Who gave spectrum to live? jumlaman ne? Till now BSNL 4G is not available in majority locations....,0
"Ã‚Â @trusfratedbunny2215Ã‚Â Brother, you are a child, you are stealing by changing your name. Look at the joke about Adani, then I became smart, the question is which startup is it today, all are in the service sector, if manufacturing is happening then there is so much unemployment. nothing happened. Now who can become rich from a stranger? If we can become rich then who can become rich. Whatever you say Modiji is coward, debate with Rahul, within 2 minutes Karan Thapar will repeat.",1
"In Tamil Nadu, when it became available in every area, they remained especially in education sector & so in career to anti-Brahmin, anti-upper caster politics started emerging and today lower caste favoring politics in the name of converted Christian anti-Hindu. The anti-Brahmin, anti-India party has been ruling for so many years.",1
"Brother, his gang members are also from Pakistan and Bangladesh who write that I saw in the fake ID and who are doing spam. To defame the government, full help is also being taken from the people of Bihar.",0
"What are you proud of? Dictators want to be in China or Pakistan, why don't they run, why are they destroying the national capital of the country.",1
"Brother, BJP will come, but it is not anyone's right to rule, no one is ""shared"" for any number of years.",1
"""India was ruled by kings for centuries, so some British also deserves like 1-2 centuries to rule."" That's how dumb this comment is.",0
"By creating an economy, Congress got it. When Congress found India, the condition of India worsened. But BJP got the upper hand and India became better.
 I have voted for BJP but this is true",1
Google for how many years BJP was there. Now BJP is in power more than half of the power,1
"Congress had power for around 55 years directly or indirectly, and BJP around 21 years.",1
Ã‚Â @pooranlal-qq6ouÃ‚Â o really nice questions in 2024 after bjp again coming in power they pass a bill called broadcasting bill then they also captured all,1
"Having seen and read both the manifestos as a Malayali I have to confess that BJPs manifesto is far more systematic and planned and the INDIA consists of freebies and appeasement. Not to mention the CPI manifesto that wants to dismantle nuclear weapons. By logic the BJP manifesto is far more systemic and beneficial to the nation.
 
 PS: I am not a bhakth of any party....but I am becoming a bhakt of Modi and his vision through reading his work from multiple sources and points of view. If you want to act like a semi literate and call me a bhakth of modi i would not mind for its far better than being a congress bootlicker.",1
I thought i will not vote for anyone this time but accidentally i knew congress manifesto that forced me to vote bjp,0
"I haven't found a pure YouTuber like yours who can give a pure manifesto in such a way that he can see the support of any political parties or has made a video in his name or has listened to him, he wants to see his choices and said or stay well done bro",1
Thank you for enlightening the youth about the political parties manifesto. I hope people do these analyzes before voting for the parties.,1
"I feel like congress manifesto doesn't talk about development and infrastructure improvements and bjp manifesto is missing the solution to employment issues.
 Final answer: No party is perfect.",1
Do you oppose the reservation or make yourself a hard worker...the path of general people Ã¢â‚¬â€¹Ã‚Â @The_New_Era123Ã‚Â,0
Ã‚Â @muhammedjaseemshajeef6781Ã‚Â Yes. It's a really nice joke. Because India's GDP is now at 4th number. Last year on 5th.,1
If GDP per capita decreases then its better to reach 10.,1
"Ã‚Â @Hanshi_07Ã‚Â Be mature, don't believe what you hear on social media, check it yourself too.",1
"Without thinking too much, India's GDP in 2004 was 0.7 trillion USD which was at 12th position but Congress and Manmohan gave 2 trillion USD per doctor which means 3 times more on 10th position..at that time we are at 5th position. Which country is behind India by 0.5 trillion usd...under Modi now India has not even touched 4 trillion usd which means 2 times...which countries surpassed India in GDP in 2014 due to its population 1 state of India is not even equal to",1
"Ã‚Â @AbhishekPatel-xz2ckÃ‚Â India is a Vast Country, And It's Too Little according to Population Size.",0
"First of all, these two should have visited the PM but poor Rahul has been waiting for 3 terms!!!!!",0
If Congress will deny caste to the politicians then they will demand votes from the castes then the same old rule of casteism will come back... Then they will return 370 meaning Kashmir or Kashmiri people will be separated from the country... On which stone base army will be created. Our youth will be martyred by stone pelting.. It is logical that the BJP government has removed Article 370 from Badi after many years or is developing Jammu and Kashmir... If Congress wins then it will make even more laws for the country. good for hindus,1
We have doubt to vote for BJP for their own manifesto but Congress Manifesto just force us to Vote for BJP,1
Where will Congress spend so much money... tell me brother..,1
Why there is not a logical nice discussion of education and research? I am disappointed with both governments.,0
The country developed on the basis of life...not on the basis of BJP.,1
"BJP not promising freebie is because already they are giving freebie in their states , Rajstjan , mp , cg ,up",0
"BJP's manifesto is practical, Congress's is impractical and some things have become low IQ which is dangerous.",0
Most illogical analysis I have seen.,1
A party gives money for free or a party teaches how to earn money,1
Dictatorship is more harmful than no development,1
"Brother, I am saying that everyone is worried about government jobs because they do not have any skills, I have also seen that three to four of my friends have studied only for CDS or are saying that they do not get government jobs. Rahe haiâ€¦ all pass data entry skills but I am also doing preparations for government exams but I got a call from 13 private companies because I learned 4 to 5 skills like communication, data entry, some accounting skills. , all ms word, excel , powerpont, and as i studied from c grade business school so their i gota chance tolearn about team work and the team leader. now i can say i lead a team 4 to 5 times in college, days and i don't have any kind of stage fear AND I CAN speak 10 to 15 minutes on stage with preparations. the main thing of our generations is they want earn money and luxurious life but they don't want to learn skills for it..",1
"Politicians: We will forgive this debt and will give so much money to people.
 People: But where will you get so much money?
 Tax payers: We are not there, we have to share this much money with our family.",1
Yes that why many rich people's loan waived off by bjp,1
Hjdapanti is common in South India where people will vote for Congress.,0
"Bro, look at the country, there is problem with MSP.. Exports problems are there.. Now if MSP comes then there will be more issue.",1
"This joke going on in the name of equity that 'The rich will fight among the poor', will the rich Gandhi family also be included in this?",1
BJP is right but this government is doing bad job only that is why I vote for Congress.,0
BJP is bad for our country India. Hope BJP looses badly this time. I urge all my fellow Indians to vote for Congress and make Akhand Bharat.,0
Rahul Gandhi says we will destroy a lot of poverty when u ruled 70 years,0
"if congress comes to power India will become Zimbabwe. Bcoz same manifesto like congress implement by Zimbabwe president when he came to power, he took properties and wealth of white people and distributed to black people, after that their whole economy collapsed bcoz black people were not able to generate wealth from what they got for free bcoz they were not skilled. And white people who were having skills had no money left. So a government should put effort to make their population a skilled people instead of giving freebies and disturbing wealth creators.",0
According to him welfare schemes or apprenticeship are freebies nice joke,1
"Brother, the main issue that Congress has raised is unemployment..so I will openly scold Congress.",1
"since their is no freebees is distributes by the congress party because if money is shifted towards one sided then it must come in the hand of poor people who are doing hard working but not get such amount which they have required for the fulfill their requirement, i have heard in village by many people that poor people become more poor and rich become more rich which means their is unbalanced distribution of money in the society, to remove these unbalanced money paly an important role in the live.
 other thing it is link with demand and supply also if some poor people have money in their hand then their requirement will increase so that they demand establishment of industries, new company through which their demand can be achieved,through these way our society, village, town can be developed......
 Do not say this is a freebees i am first time voter and read manifesto of both but congress is at right path.",1
We have seen the past track record and today you see the track record of 10 years of BJP..,0
"Even in the food security bill 2013, the people blamed Congress as to where the money would come from and today 80cr people are living on free ration and BJP did not take the credit.",1
"6:50 Overall, the general category will have to work harder for knowledge and the country's leaders are supporting people without knowledge, whether it is BJP or Congress, both are trying to make the country sink. And the public likes to watch the show, in India politics, cricket, and film industry are just for entertainment, they work for the public and to feed the country's leader.",1
"Dude, good analysis you should understand first the BJP is not acratic Auto govt like China and if they takes any initiative there is court issue and but finally if we want progress it will happen only with BJP",1
"Freebies are bad and Both parties are doing it......
 Modi Govt is giving free ration to 80 Crore people in the budget... rest of the people in their administered states are being given free things like electricity or other things...
 Same with Congress...same thing in their Administered States also...
 I don't see any difference in both these parties in terms of Freebies.",0
First of all make sure about that whose you calling Congress party? Congress Party or Gandhi Party. Make sure about that first.,1
Bro trying hard to defend his father Godi.. Nicely hidden facts,0
impossible,0
Dictatorship of Britishers was better than cruelty of Mughals.,1
The points written in the Congress manifesto are forgotten by those who win the elections.,1
"Brother, no matter how much analysis you do, the country will not progress under Congress.
 India is the strongest ever in History now.",1
There are free sanatorty pads machines in schools and colleges. i want potato to gold converter machine in all over india before 2024 elections if its possible then i and my whole family give vote to congress,1
These freebies and reservations are the worst part of our socity we need to raise voice against it due to reservation our good minds are getting dumped nowadays,0
"They have learned that people like sweet dreams beyond their imagination.
 Bass, you make your existence stable by making unchi unchi baat, how will it happen or not happen? 
 Who has time to think about all this? Why do we waste our minds?",0
I feel that our democracy has been ruined... the power of its thinking has been destroyed. We should have some law for age restriction in election. And we need some new faces for elections.,1
"Brother now let's say this honestly, when BJP wala will pressure you then you will also be Hindu Muslim.",1
Congress's manifesto is best to make contract workers permanent.,1
"If Congress gives more importance to national security then before 2014 they will have terrorist attack every month, how will they happen?",1
"Brother, there is no risk of giving power to Congress, BJP has to be banned for a long time and the society is very good because of you, the eyes are on somewhere, the target will not change, now this time Congress will never come to power.",1
"Well, I am a patriot but if the wealth is redistributed or I become rich, I get a share in the death penalty or the government files a case against me, then by doing wealth redistribution or tax, you will live separately, or I will not belong here. I am talking about rich people.",1
"This pappu who just got everything freely,without hard work wants to end careers of hard workers and General category.
 Like we are just here to pay taxes",0
It is neither we nor the people who try to destroy us day and night.,0
Have Rahul Gandhi forgotten this line or have general children paid tax just for their money? He has to deposit 75% of his property money in Congress. I forgot to write this again but I understood it myself.,1
They are promising to keep me in the brain side.,1
"This is Jaga BJP implemented correctly. By giving nothing for free, the log itself will earn to GDP.",1
